carat,cut,clarity,table,x,y,z,E,F,G,H,I,J,price
0.3,2,4,58.0,4.24,4.27,2.7,0,0,0,0,0,1,394
1.2,3,7,59.0,6.89,6.94,4.13,0,0,1,0,0,0,5116
0.35,5,6,57.0,4.49,4.47,2.78,0,0,0,0,0,0,772
0.7,3,5,60.0,5.63,5.65,3.48,0,1,0,0,0,0,2744
1.52,4,7,62.0,7.2,7.13,4.44,1,0,0,0,0,0,8810
1.51,2,4,57.0,7.09,7.17,4.69,0,0,0,0,1,0,8210
2.01,5,7,57.0,8.24,8.2,4.94,0,0,0,1,0,0,15562
0.72,5,6,56.0,5.75,5.78,3.59,0,0,0,0,0,1,1864
1.11,4,6,58.0,6.64,6.61,4.14,0,0,0,1,0,0,5433
1.25,4,5,58.0,6.98,6.93,4.23,0,1,0,0,0,0,9702
0.51,4,5,58.0,5.13,5.09,3.14,0,1,0,0,0,0,1619
0.42,3,6,58.0,4.76,4.79,3.0,0,0,0,0,0,0,810
0.43,4,6,58.0,4.89,4.93,2.95,0,0,0,0,0,0,830
1.04,5,6,57.0,6.49,6.46,4.01,0,0,0,1,0,0,4515
0.45,5,6,56.0,4.97,4.93,3.01,0,1,0,0,0,0,930
0.59,4,7,60.0,5.42,5.37,3.3,0,0,0,0,0,0,1572
2.13,4,7,58.0,8.28,8.33,5.11,0,1,0,0,0,0,17045
0.31,3,6,56.0,4.34,4.38,2.7,0,0,1,0,0,0,462
0.41,2,4,61.0,4.86,4.9,2.83,0,1,0,0,0,0,891
0.91,3,6,60.0,6.24,6.21,3.79,0,0,0,0,0,0,4561
0.36,5,1,55.0,4.57,4.59,2.82,0,0,1,0,0,0,1074
2.01,2,6,61.0,7.94,8.01,4.96,0,0,0,0,1,0,15371
0.31,2,5,55.0,4.32,4.35,2.75,1,0,0,0,0,0,544
0.52,5,7,55.0,5.14,5.17,3.2,0,1,0,0,0,0,1191
0.33,3,3,54.0,4.42,4.37,2.79,0,1,0,0,0,0,694
0.31,4,2,58.0,4.32,4.35,2.65,0,0,1,0,0,0,816
0.9,3,5,59.0,6.12,6.17,3.89,0,0,0,0,0,0,4981
1.25,3,6,57.0,6.83,6.86,4.28,0,0,0,0,0,1,4702
1.02,1,7,59.0,6.34,6.24,4.08,0,0,0,0,0,1,3119
0.72,3,6,56.0,5.69,5.72,3.63,0,0,1,0,0,0,2170
0.31,5,4,55.0,4.37,4.35,2.72,0,1,0,0,0,0,744
0.71,5,2,56.0,5.71,5.76,3.6,0,0,1,0,0,0,3254
0.73,4,7,58.0,5.79,5.73,3.55,0,1,0,0,0,0,2309
1.06,3,3,58.0,6.52,6.56,4.04,1,0,0,0,0,0,9997
0.32,5,4,56.0,4.46,4.43,2.7,0,0,1,0,0,0,773
1.6,4,6,58.0,7.51,7.47,4.65,0,0,0,0,1,0,8852
1.51,3,7,60.2,7.32,7.37,4.45,0,0,0,0,1,0,7441
0.36,4,4,58.0,4.58,4.56,2.8,1,0,0,0,0,0,1094
0.32,5,5,57.0,4.38,4.4,2.71,0,0,0,1,0,0,529
1.63,5,4,57.0,7.58,7.6,4.67,0,0,1,0,0,0,16241
1.05,5,4,57.0,6.51,6.55,4.0,0,0,1,0,0,0,8022
1.2,3,4,61.0,6.94,7.0,4.12,0,0,0,0,0,1,5016
0.33,5,5,56.0,4.45,4.41,2.78,1,0,0,0,0,0,928
0.35,3,4,55.0,4.49,4.53,2.88,0,0,0,0,0,0,792
1.0,2,4,55.0,6.34,6.28,4.03,0,0,1,0,0,0,6028
0.36,5,4,54.2,4.55,4.58,2.83,1,0,0,0,0,0,863
0.47,4,6,60.0,5.09,5.06,3.02,0,0,1,0,0,0,1110
1.21,3,7,56.0,6.79,6.86,4.23,0,0,0,0,1,0,5111
0.37,3,5,57.0,4.64,4.69,2.83,0,0,1,0,0,0,649
0.47,3,3,59.0,4.99,5.03,3.05,0,1,0,0,0,0,1418
0.72,5,5,58.0,5.74,5.72,3.57,0,0,0,0,1,0,2347
0.24,5,5,57.0,3.97,4.02,2.47,0,1,0,0,0,0,417
0.54,5,5,56.0,5.39,5.28,3.2,0,0,0,0,0,0,2177
1.01,4,6,60.0,6.36,6.33,3.96,0,0,0,1,0,0,4836
0.51,4,7,58.0,5.08,5.12,3.16,0,0,0,0,0,0,1264
1.21,4,7,61.0,6.82,6.77,4.18,0,1,0,0,0,0,5387
0.56,5,5,55.0,5.28,5.32,3.3,0,1,0,0,0,0,1608
1.65,4,6,60.0,7.63,7.58,4.59,0,0,0,0,0,0,11310
0.36,5,5,54.0,4.6,4.62,2.86,0,0,0,0,0,0,776
0.73,5,7,56.0,5.81,5.89,3.54,1,0,0,0,0,0,2434
0.42,4,5,58.0,4.8,4.76,2.96,0,1,0,0,0,0,945
1.2,3,6,58.0,6.81,6.86,4.15,0,0,0,0,0,0,7191
1.04,4,7,59.0,6.54,6.51,4.01,0,0,0,1,0,0,4368
0.72,5,5,56.0,5.81,5.84,3.54,1,0,0,0,0,0,3304
0.91,3,6,59.0,6.1,6.18,3.81,0,0,0,0,0,0,4466
0.34,5,6,57.0,4.49,4.52,2.79,0,0,0,0,1,0,459
0.31,5,2,55.0,4.38,4.41,2.72,0,0,0,1,0,0,687
1.41,5,6,55.0,7.18,7.21,4.48,0,0,0,0,0,1,6889
1.01,4,7,58.0,6.39,6.4,3.94,0,1,0,0,0,0,4416
0.38,4,6,60.0,4.72,4.65,2.81,0,0,1,0,0,0,855
1.2,4,7,58.0,6.76,6.81,4.23,0,0,0,1,0,0,5280
1.22,5,4,56.0,6.88,6.85,4.27,0,0,1,0,0,0,9292
0.38,4,6,59.0,4.62,4.68,2.85,0,0,0,0,0,1,513
0.79,3,7,60.0,5.83,5.77,3.68,0,0,1,0,0,0,1809
0.53,5,5,57.0,5.23,5.21,3.22,0,1,0,0,0,0,1832
1.15,5,6,55.0,6.72,6.76,4.18,0,0,1,0,0,0,6313
0.74,5,4,56.0,5.83,5.78,3.58,0,1,0,0,0,0,3170
0.53,5,3,56.0,5.18,5.22,3.22,0,1,0,0,0,0,2160
0.99,1,6,61.0,6.72,6.67,3.68,0,0,0,0,0,1,2812
0.41,4,6,58.0,4.76,4.8,2.93,1,0,0,0,0,0,755
1.01,3,5,57.0,6.39,6.35,4.02,0,0,1,0,0,0,5939
0.7,4,6,62.0,5.79,5.75,3.46,1,0,0,0,0,0,2444
0.32,5,3,56.0,4.43,4.44,2.72,0,0,1,0,0,0,730
0.91,4,7,60.0,6.14,6.1,3.77,1,0,0,0,0,0,3846
1.7,5,4,55.0,7.61,7.69,4.77,0,0,0,1,0,0,13823
1.14,4,6,58.0,6.71,6.67,4.18,0,0,0,1,0,0,4948
0.5,4,2,57.0,5.15,5.07,3.13,0,0,1,0,0,0,1987
0.33,5,1,56.0,4.45,4.43,2.76,0,0,1,0,0,0,1052
1.01,4,6,60.0,6.36,6.27,3.96,0,0,0,0,1,0,2885
2.01,2,7,59.0,7.89,7.84,5.01,0,0,0,1,0,0,12423
0.3,3,3,62.0,4.28,4.33,2.63,1,0,0,0,0,0,622
0.31,4,4,59.0,4.36,4.37,2.64,1,0,0,0,0,0,734
0.41,5,5,55.0,4.79,4.76,2.98,0,0,0,0,0,0,1076
0.75,4,6,60.0,5.78,5.74,3.62,0,0,0,0,0,0,2903
1.16,5,5,56.0,6.67,6.73,4.19,0,0,1,0,0,0,7451
0.4,3,4,59.0,4.79,4.74,2.92,0,0,0,1,0,0,818
1.5,3,5,56.0,7.31,7.22,4.57,1,0,0,0,0,0,13892
0.7,3,5,56.0,5.61,5.69,3.56,0,0,0,0,0,0,2960
1.03,5,6,56.0,6.45,6.5,4.01,0,0,0,0,0,1,3921
0.3,5,4,55.0,4.31,4.34,2.66,0,1,0,0,0,0,612
0.4,5,1,57.0,4.7,4.68,2.94,0,0,0,1,0,0,1238
0.9,4,6,61.0,6.17,6.13,3.84,0,0,0,0,0,0,4612
0.57,3,5,59.0,5.25,5.29,3.32,1,0,0,0,0,0,1654
0.4,4,3,58.0,4.76,4.74,2.9,0,0,1,0,0,0,1050
2.01,4,5,60.0,8.26,8.21,4.9,0,0,0,0,1,0,13003
0.76,3,2,57.0,5.8,5.83,3.61,0,1,0,0,0,0,4504
1.55,3,4,56.0,7.38,7.45,4.57,0,1,0,0,0,0,15658
0.35,4,6,60.0,4.58,4.54,2.78,0,0,0,0,0,0,827
2.02,3,5,60.0,8.28,8.34,4.93,0,0,0,0,0,1,13693
0.3,2,4,56.0,4.28,4.31,2.72,0,0,1,0,0,0,565
0.32,5,5,57.0,4.4,4.43,2.71,0,1,0,0,0,0,660
1.02,3,6,57.0,6.4,6.35,4.05,0,1,0,0,0,0,4678
1.53,4,2,58.0,7.4,7.37,4.55,0,0,0,0,0,1,9322
0.78,3,6,61.0,6.07,6.13,3.54,0,0,0,0,0,1,2164
1.03,5,7,56.0,6.51,6.43,4.03,0,1,0,0,0,0,4268
1.52,4,7,59.0,7.37,7.33,4.58,0,1,0,0,0,0,8342
0.82,4,5,59.0,5.99,5.93,3.73,0,0,0,1,0,0,2939
0.53,4,6,58.0,5.21,5.16,3.18,0,0,1,0,0,0,1363
0.27,5,4,54.0,4.16,4.19,2.6,0,0,0,1,0,0,500
1.01,3,2,56.0,6.41,6.47,4.01,1,0,0,0,0,0,10704
0.31,5,6,53.9,4.32,4.35,2.68,1,0,0,0,0,0,542
0.5,4,6,58.0,5.23,5.19,3.08,0,1,0,0,0,0,1286
1.09,4,7,56.0,6.49,6.45,4.06,0,0,0,0,0,0,4538
0.3,5,1,55.0,4.32,4.35,2.69,0,1,0,0,0,0,886
1.08,5,3,56.0,6.55,6.59,4.06,1,0,0,0,0,0,10313
0.4,5,4,62.0,4.8,4.83,2.85,1,0,0,0,0,0,1180
0.3,3,6,56.0,4.27,4.3,2.68,0,0,1,0,0,0,432
0.29,3,5,56.0,4.27,4.3,2.64,0,0,1,0,0,0,471
2.31,4,7,58.0,8.55,8.47,5.29,0,0,0,1,0,0,12269
1.06,5,5,57.0,6.53,6.58,4.04,0,0,0,0,1,0,5748
1.02,4,7,58.0,6.52,6.48,3.92,0,0,0,0,0,0,4718
0.36,5,5,56.0,4.55,4.57,2.81,0,0,0,0,0,0,852
0.41,5,1,54.0,4.74,4.78,2.97,0,0,1,0,0,0,1367
0.39,5,4,57.0,4.71,4.67,2.91,0,0,0,0,0,0,1170
0.33,5,1,54.0,4.47,4.49,2.75,0,0,0,1,0,0,838
0.44,5,4,55.0,4.89,4.92,3.03,0,0,0,0,1,0,807
0.52,5,3,56.0,5.18,5.2,3.18,1,0,0,0,0,0,2675
0.3,5,5,55.0,4.28,4.31,2.68,0,0,0,1,0,0,491
1.21,4,5,58.0,6.88,6.79,4.21,0,1,0,0,0,0,8660
0.41,4,2,59.0,4.76,4.72,2.98,1,0,0,0,0,0,1431
0.55,5,4,56.0,5.26,5.3,3.25,0,1,0,0,0,0,1896
0.83,3,7,57.0,6.02,6.06,3.72,0,0,1,0,0,0,2725
0.31,4,5,52.0,4.4,4.37,2.74,0,0,0,0,0,0,816
0.31,5,1,57.0,4.34,4.4,2.68,0,0,0,0,1,0,652
0.9,4,5,58.0,6.12,6.17,3.8,0,0,0,1,0,0,4155
1.1,3,5,58.0,6.59,6.62,4.08,0,0,0,0,1,0,5524
0.7,3,5,55.0,5.69,5.74,3.53,0,0,1,0,0,0,3026
0.35,5,4,55.1,4.54,4.58,2.81,1,0,0,0,0,0,771
0.5,2,6,60.0,5.0,5.03,3.2,0,0,0,0,0,0,1333
0.54,5,6,56.0,5.31,5.26,3.25,1,0,0,0,0,0,1594
0.35,5,5,56.0,4.56,4.54,2.79,0,0,0,0,0,0,1063
0.7,3,5,58.0,5.64,5.72,3.54,0,1,0,0,0,0,2812
1.02,1,6,56.0,6.3,6.23,4.04,0,0,1,0,0,0,4044
1.0,3,5,55.0,6.46,6.49,3.94,0,0,1,0,0,0,6296
0.31,5,4,55.0,4.43,4.39,2.67,0,0,0,0,0,0,877
0.5,1,6,54.0,5.01,4.98,3.24,0,0,0,1,0,0,1094
1.01,3,5,62.0,6.39,6.5,3.94,1,0,0,0,0,0,6517
0.46,5,4,56.0,4.91,4.94,3.09,0,1,0,0,0,0,1418
0.41,5,4,57.0,4.76,4.75,2.97,0,1,0,0,0,0,1076
0.34,4,5,60.0,4.51,4.56,2.73,0,0,0,1,0,0,537
0.31,3,3,56.0,4.33,4.36,2.72,0,0,0,1,0,0,578
0.7,2,6,55.0,5.62,5.58,3.56,0,0,0,0,1,0,1995
0.54,5,4,56.0,5.24,5.28,3.24,0,0,1,0,0,0,1957
1.0,4,7,61.0,6.47,6.4,3.95,0,1,0,0,0,0,4749
0.41,4,3,58.0,4.78,4.8,2.98,0,0,0,0,0,0,1105
1.12,5,3,57.0,6.65,6.67,4.1,0,0,1,0,0,0,10305
0.34,5,5,55.0,4.51,4.54,2.78,0,0,0,0,0,0,967
0.92,2,6,57.0,6.09,6.14,3.89,0,0,0,0,0,0,4158
0.74,5,6,58.0,5.74,5.78,3.59,1,0,0,0,0,0,2872
0.53,4,4,61.0,5.3,5.26,3.17,0,0,0,0,0,0,2147
0.52,5,1,57.0,5.22,5.21,3.16,0,1,0,0,0,0,2598
1.11,5,7,57.0,6.7,6.74,4.11,1,0,0,0,0,0,4969
2.04,3,7,55.0,8.07,8.04,5.11,0,0,0,0,0,1,9482
0.71,5,4,57.0,5.73,5.76,3.57,0,1,0,0,0,0,3066
0.91,3,6,58.0,6.15,6.1,3.89,0,1,0,0,0,0,3195
1.51,4,6,60.0,7.46,7.41,4.45,0,0,0,0,0,1,7822
0.31,5,3,61.0,4.4,4.41,2.63,1,0,0,0,0,0,755
0.33,5,7,55.0,4.47,4.49,2.75,0,0,0,1,0,0,433
0.71,4,5,59.0,5.88,5.78,3.44,1,0,0,0,0,0,2735
0.54,3,7,57.7,5.19,5.2,3.25,1,0,0,0,0,0,1278
0.91,3,5,59.0,6.13,6.17,3.83,0,0,1,0,0,0,5484
0.31,3,7,55.0,4.3,4.34,2.7,0,0,0,0,0,0,462
1.51,1,5,57.0,7.17,7.08,4.7,0,0,0,0,0,0,15152
0.41,5,4,56.0,4.75,4.79,2.95,0,1,0,0,0,0,1007
0.79,3,6,57.0,5.96,5.99,3.57,0,0,0,0,0,0,3432
1.12,4,4,57.0,6.82,6.77,4.05,0,0,0,1,0,0,5055
0.9,1,7,59.0,6.04,6.01,3.89,0,0,0,0,0,0,3847
2.01,4,7,60.0,7.97,7.95,4.96,0,0,0,1,0,0,14558
0.9,4,8,53.0,6.16,6.12,3.82,0,0,1,0,0,0,1939
0.91,4,7,60.0,6.36,6.3,3.74,0,1,0,0,0,0,3845
0.23,5,2,58.0,3.93,3.96,2.44,0,0,1,0,0,0,536
1.59,4,5,60.0,7.61,7.57,4.55,0,0,0,0,1,0,9474
0.9,4,4,58.0,6.33,6.29,3.72,0,1,0,0,0,0,4687
0.3,5,5,55.0,4.27,4.3,2.65,0,0,0,0,0,0,736
2.0,4,7,55.0,8.09,7.95,4.88,0,0,1,0,0,0,13007
0.33,3,7,56.0,4.43,4.46,2.7,0,0,0,0,0,0,492
0.53,5,5,56.0,5.17,5.2,3.22,1,0,0,0,0,0,1721
0.42,5,4,57.0,4.79,4.82,2.97,0,0,1,0,0,0,921
2.01,2,7,58.0,7.89,8.01,5.02,1,0,0,0,0,0,15255
0.51,5,5,56.0,5.12,5.16,3.18,1,0,0,0,0,0,1656
0.73,5,5,54.0,5.79,5.8,3.6,0,0,0,0,1,0,2327
0.9,3,7,58.0,6.08,6.13,3.79,0,0,1,0,0,0,3303
0.3,3,2,57.0,4.27,4.23,2.7,1,0,0,0,0,0,995
0.31,5,5,57.0,4.37,4.4,2.66,0,0,0,0,0,0,803
1.52,3,4,63.0,7.26,7.23,4.51,0,0,0,0,1,0,9576
1.21,4,2,59.0,6.81,6.86,4.19,0,0,0,0,0,1,5893
0.4,5,4,59.0,4.72,4.75,2.91,0,0,0,0,1,0,736
0.72,4,6,52.0,5.71,5.67,3.53,0,0,0,0,1,0,1922
1.01,2,6,59.0,6.29,6.38,4.02,0,1,0,0,0,0,4899
0.32,5,5,55.0,4.42,4.43,2.74,1,0,0,0,0,0,702
0.52,5,4,56.0,5.17,5.2,3.18,0,0,1,0,0,0,1576
2.42,5,7,57.0,8.62,8.55,5.35,0,0,0,1,0,0,16826
0.94,4,5,59.0,6.32,6.35,3.81,0,0,0,1,0,0,4629
1.21,2,8,63.0,6.67,6.72,4.24,1,0,0,0,0,0,3726
0.72,3,5,58.0,5.73,5.76,3.55,0,0,0,0,0,0,3075
1.01,2,6,64.0,6.49,6.52,3.92,0,0,0,1,0,0,4242
0.35,4,7,61.0,4.59,4.56,2.74,1,0,0,0,0,0,672
0.25,3,4,58.0,4.0,4.05,2.5,0,1,0,0,0,0,436
0.52,5,5,55.0,5.21,5.16,3.2,1,0,0,0,0,0,1815
0.58,4,3,59.0,5.45,5.4,3.24,0,0,1,0,0,0,2095
0.53,5,5,56.0,5.24,5.27,3.2,0,0,0,0,0,0,2067
0.31,5,5,55.0,4.35,4.37,2.69,1,0,0,0,0,0,642
0.9,3,4,56.0,6.1,6.14,3.84,0,0,1,0,0,0,4780
0.72,5,3,55.0,5.71,5.76,3.54,0,0,0,0,1,0,2530
1.52,3,5,56.0,7.28,7.39,4.54,0,0,1,0,0,0,13161
0.32,5,5,56.0,4.48,4.45,2.7,0,0,0,0,0,0,972
1.0,4,6,59.0,6.4,6.35,3.94,0,0,0,1,0,0,4150
2.02,4,7,60.0,7.98,8.1,5.04,0,0,0,0,0,1,11463
0.32,5,2,56.0,4.45,4.49,2.69,0,0,1,0,0,0,842
0.9,3,6,56.0,6.15,6.12,3.88,0,0,0,0,1,0,3120
0.32,3,4,59.0,4.33,4.37,2.73,0,0,1,0,0,0,645
1.21,3,7,59.0,6.8,6.86,4.24,0,0,0,0,1,0,4791
1.1,3,6,57.0,6.5,6.54,4.11,0,0,0,1,0,0,4689
0.77,3,5,58.0,5.81,5.74,3.66,0,0,0,0,1,0,2262
1.5,4,5,59.0,7.39,7.35,4.46,0,0,1,0,0,0,13112
0.36,4,4,59.0,4.6,4.63,2.79,0,0,0,1,0,0,631
0.7,3,5,60.0,5.59,5.65,3.46,0,1,0,0,0,0,2737
0.54,3,7,56.0,5.18,5.14,3.27,1,0,0,0,0,0,1250
0.7,3,7,62.0,5.79,5.81,3.42,0,0,1,0,0,0,2872
1.02,3,3,58.0,6.53,6.57,3.95,1,0,0,0,0,0,8745
1.5,3,7,58.0,7.2,7.25,4.55,0,0,0,1,0,0,7888
0.38,5,5,55.0,4.69,4.72,2.88,0,0,1,0,0,0,778
0.35,4,5,58.0,4.55,4.51,2.78,1,0,0,0,0,0,853
1.12,3,4,58.0,6.82,6.77,4.05,0,0,0,0,1,0,5036
0.41,5,4,54.0,4.83,4.8,2.95,0,0,0,0,0,0,1230
0.52,5,1,56.0,5.19,5.15,3.19,0,0,1,0,0,0,2387
0.31,4,4,60.0,4.39,4.34,2.65,0,0,0,0,0,1,523
0.74,5,6,56.0,5.84,5.88,3.62,0,0,0,0,0,0,3517
2.21,5,7,60.0,8.38,8.47,5.07,0,0,1,0,0,0,18128
0.5,2,5,64.0,5.21,5.16,3.05,0,1,0,0,0,0,1433
0.9,4,7,59.0,6.31,6.24,3.77,0,1,0,0,0,0,3704
1.06,5,7,57.0,6.64,6.58,3.99,0,0,0,1,0,0,3799
0.3,2,7,56.0,4.26,4.29,2.71,0,1,0,0,0,0,394
0.55,5,4,55.0,5.29,5.32,3.23,0,0,1,0,0,0,1786
0.52,4,4,58.0,5.17,5.11,3.17,1,0,0,0,0,0,1819
0.57,4,4,59.0,5.38,5.32,3.24,0,0,0,0,0,0,2360
0.71,5,5,56.0,5.71,5.75,3.59,1,0,0,0,0,0,2891
0.55,3,7,57.0,5.34,5.39,3.2,1,0,0,0,0,0,1145
1.0,5,6,57.0,6.41,6.46,3.96,0,1,0,0,0,0,5197
0.51,3,4,58.0,5.05,5.1,3.2,0,0,0,0,0,0,1838
1.02,3,6,58.0,6.49,6.54,4.01,0,0,0,1,0,0,4727
0.82,4,7,60.0,6.05,6.03,3.67,1,0,0,0,0,0,2824
0.53,5,2,54.0,5.18,5.2,3.24,0,0,0,1,0,0,1743
2.38,4,5,59.0,8.52,8.49,5.32,0,0,0,0,0,1,16273
0.25,5,4,56.0,4.07,4.09,2.52,0,1,0,0,0,0,595
0.71,4,5,56.0,5.89,5.81,3.5,0,0,1,0,0,0,2766
0.54,5,6,56.0,5.28,5.24,3.21,0,0,0,1,0,0,1240
0.39,3,4,61.0,4.86,4.91,2.79,0,1,0,0,0,0,1000
1.56,2,6,57.0,7.32,7.28,4.67,0,0,0,0,1,0,6246
0.79,3,4,55.0,5.95,6.01,3.72,1,0,0,0,0,0,3827
1.51,1,6,59.0,7.17,7.11,4.67,0,0,0,1,0,0,9386
1.03,5,5,55.0,6.49,6.54,4.01,0,0,1,0,0,0,7064
1.2,4,5,58.0,6.91,6.85,4.09,0,0,1,0,0,0,7258
0.38,5,2,57.0,4.67,4.71,2.86,0,1,0,0,0,0,1096
1.06,5,5,57.0,6.57,6.6,4.02,0,1,0,0,0,0,7075
0.8,5,7,56.0,5.97,6.01,3.69,0,0,1,0,0,0,2856
0.3,5,2,57.0,4.3,4.32,2.67,0,1,0,0,0,0,814
1.05,2,6,59.0,6.42,6.38,4.08,0,0,0,0,0,0,6174
0.5,3,3,57.0,5.05,5.07,3.18,0,0,1,0,0,0,1764
0.3,4,6,58.0,4.31,4.28,2.67,0,0,0,0,0,0,709
2.01,3,5,56.0,8.08,8.17,4.93,0,0,0,1,0,0,18561
1.08,4,5,57.0,6.56,6.49,4.07,0,0,1,0,0,0,6532
0.72,3,4,57.0,5.79,5.85,3.5,0,0,0,1,0,0,2594
0.91,3,4,60.0,6.17,6.2,3.82,1,0,0,0,0,0,5530
0.42,3,6,54.0,4.79,4.81,3.02,0,0,1,0,0,0,737
1.31,4,5,59.0,7.02,6.98,4.33,0,0,0,0,1,0,6438
1.01,2,6,62.0,6.19,6.26,3.99,1,0,0,0,0,0,4399
1.18,5,4,54.0,6.74,6.79,4.22,1,0,0,0,0,0,9709
1.01,2,3,60.0,6.31,6.36,4.03,0,1,0,0,0,0,6932
0.31,5,4,56.0,4.3,4.36,2.69,0,0,0,0,0,0,704
0.7,3,4,58.0,5.64,5.75,3.54,0,1,0,0,0,0,2889
1.0,4,7,61.0,6.3,6.23,3.94,1,0,0,0,0,0,3450
1.16,4,5,60.0,6.88,6.85,4.11,0,0,1,0,0,0,7203
1.5,3,6,58.0,7.38,7.41,4.41,1,0,0,0,0,0,11586
0.39,3,5,61.0,4.74,4.79,2.87,0,0,0,0,1,0,696
0.33,5,5,56.0,4.5,4.54,2.76,0,0,0,0,0,0,822
0.31,5,3,56.0,4.37,4.4,2.69,0,0,0,1,0,0,778
0.82,1,6,58.0,5.82,5.77,3.76,0,0,0,1,0,0,3057
1.2,3,7,57.0,6.88,6.95,4.17,0,0,0,0,1,0,4514
0.32,5,4,55.3,4.39,4.42,2.7,0,0,0,0,1,0,529
1.15,4,7,58.0,6.65,6.72,4.18,1,0,0,0,0,0,4250
1.3,5,5,56.0,7.03,6.93,4.38,0,0,0,1,0,0,8124
0.32,5,2,54.0,4.41,4.43,2.73,0,0,1,0,0,0,814
1.18,5,7,55.0,6.9,6.85,4.16,0,0,1,0,0,0,5452
1.05,3,5,58.0,6.46,6.39,4.06,0,0,0,1,0,0,5292
1.47,3,7,58.0,7.17,7.24,4.51,0,0,0,1,0,0,7438
1.26,3,6,60.0,6.85,6.9,4.24,0,0,1,0,0,0,6733
1.03,3,3,58.0,6.39,6.43,4.02,0,0,0,0,0,0,11677
0.24,4,5,55.0,4.05,3.99,2.47,0,0,0,0,0,0,485
0.4,2,6,54.0,4.67,4.69,2.96,0,0,0,0,1,0,596
0.3,5,6,56.0,4.33,4.35,2.68,0,0,0,1,0,0,465
1.51,5,6,56.0,7.31,7.36,4.56,1,0,0,0,0,0,13254
1.08,5,5,57.0,6.54,6.61,4.07,0,0,0,0,1,0,5172
0.91,5,7,57.0,6.21,6.15,3.85,0,0,0,0,0,0,2803
0.31,5,3,55.0,4.38,4.35,2.69,1,0,0,0,0,0,1046
2.01,2,6,58.0,7.93,7.98,5.03,0,0,0,1,0,0,15919
0.57,3,6,58.0,5.22,5.27,3.28,0,0,0,0,1,0,1180
0.7,3,4,57.0,5.8,5.87,3.5,0,1,0,0,0,0,2767
0.7,2,5,63.0,5.69,5.73,3.35,1,0,0,0,0,0,2912
0.63,5,5,54.0,5.51,5.54,3.43,0,0,0,1,0,0,1641
0.31,4,5,62.0,4.34,4.32,2.66,0,1,0,0,0,0,802
0.5,5,3,56.0,5.02,5.11,3.15,0,0,1,0,0,0,1760
0.32,5,1,56.0,4.39,4.42,2.72,0,0,1,0,0,0,918
1.36,5,2,57.0,7.13,7.23,4.4,0,1,0,0,0,0,15247
0.3,4,1,60.0,4.32,4.3,2.59,1,0,0,0,0,0,1097
0.25,3,3,57.0,4.1,4.12,2.44,0,1,0,0,0,0,575
1.05,5,5,57.0,6.47,6.51,4.03,0,0,1,0,0,0,6562
1.02,4,7,58.0,6.47,6.4,4.02,0,1,0,0,0,0,3754
0.7,5,5,55.0,5.71,5.75,3.52,0,0,0,0,0,0,3360
0.34,5,6,57.0,4.48,4.44,2.78,0,0,0,0,0,0,803
0.41,3,3,54.0,4.75,4.87,2.95,0,0,0,1,0,0,839
0.55,4,5,60.0,5.26,5.18,3.25,1,0,0,0,0,0,2030
0.3,5,2,56.0,4.27,4.24,2.68,0,0,0,1,0,0,878
1.57,4,5,57.0,7.56,7.52,4.52,0,0,0,0,0,1,6629
1.54,2,4,60.0,7.33,7.3,4.65,0,0,0,0,1,0,10349
0.54,4,4,58.0,5.25,5.22,3.21,0,0,0,1,0,0,1637
0.91,5,7,58.0,6.25,6.29,3.83,1,0,0,0,0,0,3723
0.3,4,6,62.0,4.37,4.35,2.62,0,0,1,0,0,0,574
0.52,4,5,58.0,5.18,5.15,3.21,0,0,1,0,0,0,1577
1.11,5,6,57.0,6.69,6.61,4.12,0,0,1,0,0,0,5127
2.04,5,6,58.0,8.12,8.16,5.04,0,0,1,0,0,0,18153
0.52,5,2,57.0,5.28,5.24,3.15,1,0,0,0,0,0,2467
0.54,5,4,55.3,5.22,5.24,3.23,0,0,1,0,0,0,1804
0.33,5,3,57.0,4.44,4.41,2.73,1,0,0,0,0,0,1114
0.8,2,7,59.0,5.94,6.01,3.67,1,0,0,0,0,0,2542
0.35,5,1,56.0,4.57,4.52,2.81,0,0,1,0,0,0,1041
0.41,5,2,57.0,4.74,4.78,2.96,0,0,0,1,0,0,1043
0.52,3,4,56.3,5.16,5.19,3.18,0,0,0,0,1,0,1262
0.51,3,6,58.0,5.05,5.12,3.17,1,0,0,0,0,0,1438
1.0,2,3,58.0,6.33,6.37,4.01,0,0,1,0,0,0,7453
0.31,5,5,54.0,4.37,4.4,2.72,0,0,0,0,1,0,452
0.9,4,6,59.0,6.18,6.13,3.81,0,0,1,0,0,0,3669
2.01,2,8,63.0,7.91,7.94,4.89,0,0,0,1,0,0,7959
0.25,3,4,59.0,3.97,4.0,2.51,0,0,0,0,0,0,436
1.51,5,5,57.0,7.48,7.53,4.48,0,0,1,0,0,0,13214
0.3,2,3,63.0,4.23,4.27,2.62,0,0,0,0,0,0,719
0.32,5,5,54.0,4.4,4.46,2.75,0,0,0,0,0,0,758
0.7,5,5,57.0,5.71,5.62,3.56,1,0,0,0,0,0,2697
1.01,5,6,55.0,6.46,6.45,4.02,0,0,0,1,0,0,5029
1.0,4,5,62.0,6.47,6.44,3.99,1,0,0,0,0,0,6860
